LATITUDE,LONGITUDE,esfera,orgao,nome,ramal,endereco,predio,pavto,apto,sn,valor_divida,data_divida,cnpj,competencia,consumidor,orgao_pagador
-29.9851584,   -51.196705,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2112272,   R GEN MARCOS KRUCHIN,   301,   0,   0,   0,   248420.04,   2018-10-18 00:00:00,   0,   201810,   133345,   92941681000100
-30.0533532,   -51.219227,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2125250,   R VISCONDE DO HERVAL,   924,   99,   1,   0,   4392.72,   2018-10-18 00:00:00,   0,   201810,   150266,   92941681000100
-30.0180692,   -51.109537,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2176793,   R SARGENTO SILVIO DELMAR HOLLENBACH,   169,   0,   0,   0,   101828.72,   2018-10-18 00:00:00,   0,   201810,   190330,   92941681000100
-30.2201937,   -51.097084,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2214270,   ESTR VAREJAO DO,   372,   0,   0,   0,   24884.58,   2018-10-18 00:00:00,   0,   201810,   227269,   92941681000100
-30.0030599,   -51.156284,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2248247,   R MONTE ALEGRE,   119,   0,   0,   0,   72158.77,   2018-10-18 00:00:00,   0,   201810,   253480,   92941681000100
-30.2201937,   -51.097084,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2270242,   ESTR VAREJAO DO,   372,   0,   0,   A,   5924.54,   2018-10-18 00:00:00,   0,   201810,   271586,   92941681000100
-29.9917554,   -51.224725,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2297248,   R SANTA RITA DE CASSIA ILHA MARINHEIROS,   100,   0,   0,   0,   102095.98,   2018-10-18 00:00:00,   0,   201810,   298891,   92941681000100
-29.9858011,   -51.247394,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2297264,   R PESCADOR DO,   690,   0,   0,   0,   47598.64,   2018-10-18 00:00:00,   0,   201810,   298905,   92941681000100
-30.0536479,   -51.226405,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2297485,   R BOTAFOGO,   396,   0,   0,   1,   68996.58,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.0454435,   -51.212846,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2308290,   AV JOAO PESSOA,   1830,   0,   0,   0,   127156.4,   2018-10-18 00:00:00,   0,   201810,   312797,   92941681000100
-30.1370693,   -51.224851,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2357445,   AV OSWALDO GONCALVES CRUZ,   444,   0,   0,   A,   132070.47,   2018-10-18 00:00:00,   0,   201810,   356948,   92941681000100
-30.1558711,   -51.084042,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2373211,   ESTR QUIRINAS DAS,   2035,   0,   0,   0,   10978.68,   2018-10-18 00:00:00,   0,   201810,   368890,   92941681000100
-30.0781257,   -51.169588,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2387360,   R CHACARA DOS BOMBEIROS,   3,   0,   0,   0,   157965.01,   2018-10-18 00:00:00,   0,   201810,   381152,   92941681000100
-30.0807556,   -51.225644,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2423839,   R DONA HELENA,   100,   0,   0,   0,   78422.74,   2018-10-18 00:00:00,   0,   201810,   419273,   92941681000100
-30.1290859,   -51.228114,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   1627279,   R DEA COUFAL,   878,   0,   0,   0,   1252117.52,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.2118241,   -51.110123,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2571781,   AV EDGAR PIRES DE CASTRO,   10967,   0,   0,   0,   10051.6,   2018-10-18 00:00:00,   0,   201810,   558125,   92941681000100
-30.2117716,   -51.132055,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2571790,   AV LAMI DO,   4756,   0,   0,   0,   4312.24,   2018-10-18 00:00:00,   0,   201810,   558133,   92941681000100
-30.1849524,   -51.208888,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2627809,   ESTR RETIRO DA PONTA GROSSA,   3542,   0,   0,   0,   20112.95,   2018-10-18 00:00:00,   0,   201810,   606723,   92941681000100
-30.0374087,   -51.127226,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2667037,   R PADRE MAXIMO COGHETTO,   100,   0,   0,   0,   78431.7,   2018-10-18 00:00:00,   0,   201810,   637050,   92941681000100
-30.1451622,   -51.113444,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2820510,   ESTR JOAO ANTONIO SILVEIRA,   5205,   0,   0,   0,   18775.63,   2018-10-18 00:00:00,   0,   201810,   769398,   92941681000100
-30.1128158,   -51.153845,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2826208,   R HONDURAS,   85,   0,   0,   0,   14391.57,   2018-10-18 00:00:00,   0,   201810,   775436,   92941681000100
-30.0568251,   -51.218586,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2925400,   AV ERICO VERISSIMO,   1255,   0,   0,   0,   150275.6,   2018-10-18 00:00:00,   0,   201810,   1664905,   92941681000100
-30.1370463,   -51.172938,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   2991225,   ESTR COSTA GAMA,   3063,   0,   0,   0,   1842.41,   2018-10-18 00:00:00,   0,   201810,   1718533,   92941681000100
-30.0894905,   -51.143789,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3034720,   BC DAVID DO,   261,   0,   0,   0,   12192.16,   2018-10-18 00:00:00,   0,   201810,   1761471,   92941681000100
-30.2248274,   -51.051469,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3262197,   R ANTONIO BARATA,   15,   0,   0,   0,   78.75,   2018-10-18 00:00:00,   0,   201810,   2361710,   92941681000100
-29.9795388,   -51.194940,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3371611,   R GRACIANO CAMOZZATO,   101,   0,   0,   0,   1896.78,   2018-10-18 00:00:00,   0,   201810,   2597764,   92941681000100
-30.0980648,   -51.126718,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3404331,   ESTR JOAO DE OLIVEIRA REMIAO,   2689,   0,   0,   A,   612.89,   2018-10-18 00:00:00,   0,   201810,   2638363,   92941681000100
-30.2022778,   -51.091275,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3471926,   ESTR SAO CAETANO,   4005,   0,   0,   0,   327.12,   2018-10-18 00:00:00,   0,   201810,   2793237,   92941681000100
-29.9893044,   -51.122402,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3542092,   R D VILA SENHOR DO BOM FIM,   205,   0,   0,   0,   2623.47,   2018-10-18 00:00:00,   0,   201810,   2845369,   92941681000100
-30.1435583,   -51.093682,   E,   428442,   SED ATIVIDADE 2365- E.E. DE 1 E 2 GRAUS,   3607020,   BC MENDONCAS DOS,   230,   0,   0,   A,   13.96,   2018-10-18 00:00:00,   0,   201810,   3115305,   92941681000100
-30.0441443,   -51.212760,   E,   428469,   SED ATIVIDADE 2368-E.E. DE 2 GRAU,   976253,   AV PIRATINI,   76,   0,   0,   0,   799726.03,   2018-10-18 00:00:00,   0,   201810,   4774,   92941681000100
-30.0591641,   -51.221393,   E,   428469,   SED ATIVIDADE 2368-E.E. DE 2 GRAU,   1053698,   R GONCALVES DIAS,   1022,   0,   0,   0,   70020.98,   2018-10-18 00:00:00,   0,   201810,   5819,   92941681000100
-30.0691275,   -51.189246,   E,   428469,   SED ATIVIDADE 2368-E.E. DE 2 GRAU,   2951401,   R MARIO DE ARTAGAO,   677,   0,   0,   0,   1676.49,   2018-10-18 00:00:00,   0,   201810,   1680943,   92941681000100
-30.0205017,   -51.206931,   E,   429783,   SJS-POLICIA CIVIL,   699446,   AV CRISTOVAO COLOMBO,   1295,   0,   0,   0,   5733.88,   2018-10-18 00:00:00,   0,   201810,   3476,   58163000125
-30.0325264,   -51.217645,   E,   429783,   SJS-POLICIA CIVIL,   737437,   AV OSVALDO ARANHA,   450,   0,   0,   0,   16074.01,   2018-10-18 00:00:00,   0,   201810,   3611,   58163000125
-30.0323749,   -51.202458,   E,   429783,   SJS-POLICIA CIVIL,   751413,   R CASEMIRO DE ABREU,   581,   0,   0,   0,   6855.11,   2018-10-18 00:00:00,   0,   201810,   3662,   58163000125
-30.0422959,   -51.180210,   E,   429783,   SJS-POLICIA CIVIL,   934488,   AV PROTASIO ALVES,   2914,   0,   0,   0,   1747.89,   2018-10-18 00:00:00,   0,   201810,   4502,   58163000125
-30.0378079,   -51.209490,   E,   429783,   SJS-POLICIA CIVIL,   981150,   R JACINTO GOMES,   44,   0,   0,   0,   3471.48,   2018-10-18 00:00:00,   0,   201810,   4820,   58163000125
-30.0472344,   -51.210880,   E,   429783,   SJS-POLICIA CIVIL,   984647,   AV JOAO PESSOA,   2050,   0,   0,   0,   1004758.72,   2018-10-18 00:00:00,   0,   201810,   4928,   58163000125
-30.0549181,   -51.214686,   E,   429783,   SJS-POLICIA CIVIL,   1068636,   AV AZENHA DA,   1180,   0,   0,   0,   7741.19,   2018-10-18 00:00:00,   0,   201810,   5908,   58163000125
-30.0626478,   -51.185322,   E,   429783,   SJS-POLICIA CIVIL,   1132261,   R DR SALVADOR FRANCA,   120,   0,   0,   0,   2604.25,   2018-10-18 00:00:00,   0,   201810,   6092,   58163000125
-30.0726645,   -51.186935,   E,   429783,   SJS-POLICIA CIVIL,   1320084,   AV SILVADO,   1344,   0,   0,   0,   2385.73,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.1545976,   -51.138169,   E,   429783,   SJS-POLICIA CIVIL,   1818511,   ESTR JOAO ANTONIO SILVEIRA,   2145,   0,   0,   0,   5996.44,   2018-10-18 00:00:00,   0,   201810,   8222,   58163000125
-30.0474271,   -51.210302,   E,   429783,   SJS-POLICIA CIVIL,   1977946,   R PROF FREITAS E CASTRO,   747,   0,   0,   0,   38800.39,   2018-10-18 00:00:00,   0,   201810,   15474,   58163000125
-30.0335324,   -51.107802,   E,   429783,   SJS-POLICIA CIVIL,   2222825,   R REGINA DE ARAUJO ROCHA,   135,   0,   0,   0,   9218.41,   2018-10-18 00:00:00,   0,   201810,   231100,   58163000125
-29.9953034,   -51.113260,   E,   429783,   SJS-POLICIA CIVIL,   2309521,   AV PLINIO KROEFF,   1872,   0,   0,   0,   12790.99,   2018-10-18 00:00:00,   0,   201810,   314439,   58163000125
-30.0472764,   -51.210441,   E,   429783,   SJS-POLICIA CIVIL,   2324830,   R PROF FREITAS E CASTRO,   740,   0,   0,   0,   1009200.99,   2018-10-18 00:00:00,   0,   201810,   330442,   58163000125
-30.0526068,   -51.170477,   E,   429783,   SJS-POLICIA CIVIL,   2421763,   R PROF CRISTIANO FISCHER,   1440,   0,   0,   0,   106630.93,   2018-10-18 00:00:00,   0,   201810,   416509,   58163000125
-30.1270335,   -51.100336,   E,   429783,   SJS-POLICIA CIVIL,   2431343,   ESTR JOAO DE OLIVEIRA REMIAO,   20,   0,   0,   0,   9531.75,   2018-10-18 00:00:00,   0,   201810,   425877,   58163000125
-30.0656102,   -51.196479,   E,   429783,   SJS-POLICIA CIVIL,   2448122,   R BARAO DO AMAZONAS,   2631,   0,   0,   0,   44671.02,   2018-10-18 00:00:00,   0,   201810,   445215,   58163000125
-30.0313902,   -51.236884,   E,   429783,   SJS-POLICIA CIVIL,   2720299,   R SETE DE SETEMBRO,   360,   0,   0,   0,   3978.89,   2018-10-18 00:00:00,   0,   201810,   675717,   58163000125
-30.0007968,   -51.200008,   E,   429783,   SJS-POLICIA CIVIL,   2864827,   AV PRESIDENTE FRANKLIN ROOSEVELT,   88,   0,   0,   0,   63134.46,   2018-10-18 00:00:00,   0,   201810,   1612123,   58163000125
-30.2077441,   -51.184152,   E,   429783,   SJS-POLICIA CIVIL,   2990083,   R DR CARLOS FLORES,   13,   0,   0,   0,   161.81,   2018-10-18 00:00:00,   0,   201810,   1717197,   58163000125
-30.0006673,   -51.202051,   E,   429783,   SJS-POLICIA CIVIL,   3091325,   R COMENDADOR TAVARES,   381,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   1843494,   58163000125
-30.0006836,   -51.201801,   E,   429783,   SJS-POLICIA CIVIL,   3187608,   R COMENDADOR TAVARES,   425,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2137402,   58163000125
-30.0205762,   -51.215461,   E,   429783,   SJS-POLICIA CIVIL,   3233200,   R VOLUNTARIOS DA PATRIA,   1500,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2305135,   58163000125
-30.0077004,   -51.191242,   E,   429783,   SJS-POLICIA CIVIL,   3349080,   AV BENJAMIN CONSTANT,   570,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2552540,   58163000125
-30.0745447,   -51.162277,   E,   429783,   SJS-POLICIA CIVIL,   3401081,   TRAV VINTE CINCO DE JULHO VL S JOSE COM,   91,   0,   0,   0,   10594.31,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.1034167,   -51.265995,   E,   429783,   SJS-POLICIA CIVIL,   3463257,   AV GUAIBA,   4330,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2742187,   58163000125
-30.0981595,   -51.233368,   E,   429783,   SJS-POLICIA CIVIL,   3515583,   R AUGUSTO COMTE,   95,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2836726,   58163000125
-30.0083159,   -51.203216,   E,   429783,   SJS-POLICIA CIVIL,   3534766,   AV PRESIDENTE FRANKLIN ROOSEVELT,   981,   0,   0,   0,   72.67,   2018-10-18 00:00:00,   0,   201810,   2872684,   58163000125
-30.0124803,   -51.174181,   E,   429783,   SJS-POLICIA CIVIL,   3532933,   AV INDUSTRIARIOS DOS,   130,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2904942,   58163000125
-30.0849085,   -51.239962,   E,   429783,   SJS-POLICIA CIVIL,   3555720,   AV ICARAI,   708,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   58163000125,   201810,   2918048,   58163000125
-30.1000571,   -51.264647,   E,   429783,   SJS-POLICIA CIVIL,   3591948,   AV PEREIRA PASSOS,   9,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   58163000125,   201810,   3011712,   58163000125
-30.0607474,   -51.148394,   E,   429783,   SJS-POLICIA CIVIL,   3418847,   AV ANTONIO CARVALHO,   555,   0,   0,   A,   182750.71,   2018-10-18 00:00:00,   0,   201810,   3379795,   58163000125
-30.0175002,   -51.162454,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   390607,   R SAPE,   58,   0,   0,   0,   335141.0,   2018-10-18 00:00:00,   0,   201810,   1686,   89175541000164
-30.0172821,   -51.161820,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   390666,   R CEL JOAO CORREA,   200,   0,   0,   0,   30854.1,   2018-10-18 00:00:00,   0,   201810,   1694,   89175541000164
-30.0110202,   -51.141404,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   416193,   R CRUZ JOBIM,   130,   0,   0,   0,   17089.73,   2018-10-18 00:00:00,   0,   201810,   1791,   89175541000164
-30.0321288,   -51.236485,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   650471,   R ANDRADAS DOS,   522,   0,   0,   0,   767708.47,   2018-10-18 00:00:00,   0,   201810,   2550,   89175541000164
-30.0350304,   -51.231567,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   679810,   R CEL FERNANDO MACHADO,   612,   0,   0,   0,   17011.24,   2018-10-18 00:00:00,   0,   201810,   3247,   89175541000164
-30.0378991,   -51.160163,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   774782,   AV JOSE GERTUM,   585,   0,   0,   0,   275317.75,   2018-10-18 00:00:00,   0,   201810,   3948,   89175541000164
-30.0445908,   -51.227563,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1030965,   AV PRAIA DE BELAS,   670,   0,   0,   0,   47171.4,   2018-10-18 00:00:00,   0,   201810,   5495,   89175541000164
-30.0445908,   -51.227563,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1030973,   AV PRAIA DE BELAS,   670,   0,   1,   0,   111456.29,   2018-10-18 00:00:00,   0,   201810,   5495,   89175541000164
-30.0455059,   -51.225476,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1031171,   R BARONEZA DO GRAVATAI,   526,   0,   0,   0,   41639.76,   2018-10-18 00:00:00,   0,   201810,   5525,   89175541000164
-30.0465222,   -51.226600,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1032232,   AV PRAIA DE BELAS,   800,   0,   0,   0,   4137353.03,   2018-10-18 00:00:00,   0,   201810,   5550,   89175541000164
-30.0471911,   -51.227142,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1032690,   R DEZESSETE DE JUNHO,   155,   0,   0,   0,   1060632.08,   2018-10-18 00:00:00,   0,   201810,   5568,   89175541000164
-30.0494552,   -51.225045,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1037625,   R MARCILIO DIAS,   479,   0,   0,   0,   21273.41,   2018-10-18 00:00:00,   0,   201810,   5630,   89175541000164
-30.0622733,   -51.177719,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1134086,   AV BENTO GONCALVES,   3850,   0,   0,   0,   2111627.16,   2018-10-18 00:00:00,   0,   201810,   6165,   89175541000164
-30.1242802,   -51.104355,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1241400,   ESTR JOAO DE OLIVEIRA REMIAO,   6731,   0,   20,   0,   13796.06,   2018-10-18 00:00:00,   0,   201810,   6530,   89175541000164
-30.0656324,   -51.186931,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1265938,   AV CEL APARICIO BORGES,   2400,   0,   0,   0,   9553.7,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.0685161,   -51.187696,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1286285,   AV CEL APARICIO BORGES,   2351,   0,   0,   0,   8286370.73,   2018-10-18 00:00:00,   0,   201810,   6734,   89175541000164
-30.0684885,   -51.187767,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1286293,   AV CEL APARICIO BORGES,   2331,   0,   0,   0,   106252.75,   2018-10-18 00:00:00,   0,   201810,   6742,   89175541000164
-30.0681902,   -51.187479,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1286307,   AV CEL APARICIO BORGES,   2505,   0,   0,   0,   37343.6,   2018-10-18 00:00:00,   0,   201810,   6750,   89175541000164
-30.0694572,   -51.184316,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1287370,   AV SILVADO,   456,   0,   0,   0,   172870.23,   2018-10-18 00:00:00,   0,   201810,   6777,   89175541000164
-30.0700046,   -51.185182,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1289764,   AV SILVADO,   630,   0,   0,   A,   1184861.7,   2018-10-18 00:00:00,   0,   201810,   6793,   89175541000164
-30.0700046,   -51.185182,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1289802,   AV SILVADO,   630,   0,   0,   0,   3081105.76,   2018-10-18 00:00:00,   0,   201810,   6793,   89175541000164
-30.0700046,   -51.185182,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1289829,   AV SILVADO,   630,   0,   0,   0,   302953.79,   2018-10-18 00:00:00,   0,   201810,   6840,   89175541000164
-30.0720922,   -51.177425,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1290436,   R DR MANOEL JOSE LOPES FERNANDES,   52,   0,   0,   A,   113696.45,   2018-10-18 00:00:00,   0,   201810,   6866,   89175541000164
-30.0709896,   -51.187744,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1320076,   R SARGENTO WITT,   99999,   0,   0,   0,   3219011.81,   2018-10-18 00:00:00,   0,   201810,   6955,   89175541000164
-30.0979336,   -51.251114,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1525077,   R DR CASTRO DE MENEZES,   155,   0,   0,   0,   332842.98,   2018-10-18 00:00:00,   0,   201810,   7633,   89175541000164
-30.0979336,   -51.251114,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1525085,   R DR CASTRO DE MENEZES,   155,   0,   0,   0,   5173603.41,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.0979336,   -51.251114,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1525093,   R DR CASTRO DE MENEZES,   155,   0,   0,   0,   16982.52,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.1529455,   -51.151988,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1762737,   R GOVERNADOR PERACCHI BARCELLOS,   4616,   0,   0,   A,   56271.85,   2018-10-18 00:00:00,   0,   201810,   8176,   89175541000164
-30.1332029,   -51.234962,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   1981269,   R DEA COUFAL,   144,   0,   0,   0,   25066.12,   2018-10-18 00:00:00,   0,   201810,   19593,   89175541000164
-30.2397602,   -51.082369,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2055350,   ESTR OTAVIANO JOSE PINTO,   3939,   0,   0,   0,   9467.28,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.0705378,   -51.180883,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2112906,   R CAPITAO ANDRE LAGO PARIS,   1100,   0,   0,   0,   42638.48,   2018-10-18 00:00:00,   0,   201810,   133698,   89175541000164
-30.0690025,   -51.188077,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2129914,   R CAPITAO ANDRE LAGO PARIS,   1,   0,   0,   0,   73671.71,   2018-10-18 00:00:00,   0,   201810,   154431,   89175541000164
-30.1145461,   -51.215358,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2140462,   ESTR JOAO SALOMONI,   1105,   0,   0,   0,   61340.04,   2018-10-18 00:00:00,   0,   201810,   160121,   89175541000164
-30.0726213,   -51.219636,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2212803,   AV FRANCISCO MASSENA VIEIRA,   195,   0,   0,   0,   11972.52,   2018-10-18 00:00:00,   0,   201810,   222925,   89175541000164
-30.0465222,   -51.226600,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2298805,   AV PRAIA DE BELAS,   800,   99,   1,   0,   61331.82,   2018-10-18 00:00:00,   0,   201810,   303445,   89175541000164
-30.0024437,   -51.149165,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2394065,   R EMILIA STEFANI ALOISIO,   89,   0,   0,   0,   45982.15,   2018-10-18 00:00:00,   0,   201810,   387657,   89175541000164
-30.0445908,   -51.227563,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2424339,   AV PRAIA DE BELAS,   670,   0,   2,   0,   324517.31,   2018-10-18 00:00:00,   0,   201810,   419737,   89175541000164
-30.0484509,   -51.182875,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2525046,   R FELIZARDO FURTADO,   498,   0,   0,   0,   10520.16,   2018-10-18 00:00:00,   0,   201810,   522643,   89175541000164
-30.0388156,   -51.123197,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2532999,   AV PROTASIO ALVES,   8900,   0,   0,   0,   10070.6,   2018-10-18 00:00:00,   0,   201810,   526258,   89175541000164
-30.0457359,   -51.225563,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2629747,   R BARONEZA DO GRAVATAI,   546,   0,   0,   0,   21534.52,   2018-10-18 00:00:00,   0,   201810,   607169,   89175541000164
-30.0456439,   -51.225509,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2629704,   R BARONEZA DO GRAVATAI,   536,   0,   0,   0,   4823.51,   2018-10-18 00:00:00,   0,   201810,   607177,   89175541000164
-30.0839613,   -51.213857,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2864770,   AV TERESOPOLIS,   3648,   0,   0,   C,   9423.06,   2018-10-18 00:00:00,   0,   201810,   1611038,   89175541000164
-30.0839613,   -51.213857,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2864789,   AV TERESOPOLIS,   3648,   0,   0,   B,   10695.23,   2018-10-18 00:00:00,   0,   201810,   1611046,   89175541000164
-30.0701705,   -51.189453,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   2947021,   AV CEL APARICIO BORGES,   1926,   0,   0,   0,   695.31,   2018-10-18 00:00:00,   0,   201810,   1677942,   89175541000164
-30.0284215,   -51.227648,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3019438,   PCA QUINZE DE NOVEMBRO,   19,   0,   40,   0,   20932.96,   2018-10-18 00:00:00,   0,   201810,   1746073,   89175541000164
-30.0727187,   -51.186580,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3200388,   R MARIA LUIZA PERES,   80,   0,   0,   0,   2239.57,   2018-10-18 00:00:00,   0,   201810,   2214318,   89175541000164
-29.9819044,   -51.201774,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3210480,   R JOAO MOREIRA MACIEL,   8220,   0,   0,   0,   0.0,   2018-10-18 00:00:00,   0,   201810,   2265672,   89175541000164
-30.0687593,   -51.184725,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3233006,   AV SILVADO,   451,   0,   1,   0,   725.1,   2018-10-18 00:00:00,   0,   201810,   2305658,   89175541000164
-30.0030099,   -51.172881,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3309894,   AV SERTORIO,   3200,   0,   0,   0,   8216.17,   2018-10-18 00:00:00,   0,   201810,   0,   0
-30.0707558,   -51.189791,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3333450,   AV CEL APARICIO BORGES,   1870,   0,   0,   0,   50.58,   2018-10-18 00:00:00,   0,   201810,   2503565,   89175541000164
-30.1161949,   -51.255218,   E,   431540,   SJS BM-DEP. DE LOGISTICA E PATRIMONIO,   3336247,   R LANDEL DE MOURA,   514,   0,   0,   0,   176.35,   2018-10-18 00:00:00,   0,   201810,   2511401,   89175541000164
